config,model,prompt,task,pre_audit_pass,post_audit_pass
sonnet5-std,Claude Sonnet 5,std,task115,True,True
sonnet5-std,Claude Sonnet 5,std,task116,True,True
sonnet5-std,Claude Sonnet 5,std,task117,True,True
sonnet5-std,Claude Sonnet 5,std,task118,True,True
sonnet5-std,Claude Sonnet 5,std,task119,True,True
sonnet5-std,Claude Sonnet 5,std,task12,False,True
sonnet5-std,Claude Sonnet 5,std,task120,True,True
sonnet5-std,Claude Sonnet 5,std,task121,True,True
sonnet5-std,Claude Sonnet 5,std,task122,True,True
sonnet5-std,Claude Sonnet 5,std,task123,True,True
sonnet5-std,Claude Sonnet 5,std,task124,True,True
sonnet5-std,Claude Sonnet 5,std,task125,True,True
sonnet5-std,Claude Sonnet 5,std,task126,True,True
sonnet5-std,Claude Sonnet 5,std,task127,True,True
sonnet5-std,Claude Sonnet 5,std,task128,True,True
sonnet5-std,Claude Sonnet 5,std,task13,True,True
sonnet5-std,Claude Sonnet 5,std,task130,True,True
sonnet5-std,Claude Sonnet 5,std,task131,True,True
sonnet5-std,Claude Sonnet 5,std,task132,True,True
sonnet5-std,Claude Sonnet 5,std,task133,True,True
sonnet5-std,Claude Sonnet 5,std,task134,True,True
sonnet5-std,Claude Sonnet 5,std,task135,True,True
sonnet5-std,Claude Sonnet 5,std,task136,True,True
sonnet5-std,Claude Sonnet 5,std,task137,True,True
sonnet5-std,Claude Sonnet 5,std,task138,True,True
sonnet5-std,Claude Sonnet 5,std,task139,True,True
sonnet5-std,Claude Sonnet 5,std,task14,True,True
sonnet5-std,Claude Sonnet 5,std,task15,True,True
sonnet5-std,Claude Sonnet 5,std,task17,False,True
sonnet5-sec,Claude Sonnet 5,sec,task018,True,True
sonnet5-sec,Claude Sonnet 5,sec,task019,True,True
sonnet5-sec,Claude Sonnet 5,sec,task02,True,True
sonnet5-sec,Claude Sonnet 5,sec,task020,True,True
sonnet5-sec,Claude Sonnet 5,sec,task021,True,True
sonnet5-sec,Claude Sonnet 5,sec,task022,True,True
sonnet5-sec,Claude Sonnet 5,sec,task023,True,True
sonnet5-sec,Claude Sonnet 5,sec,task024,True,True
sonnet5-sec,Claude Sonnet 5,sec,task025,True,True
sonnet5-sec,Claude Sonnet 5,sec,task026,True,True
sonnet5-sec,Claude Sonnet 5,sec,task027,True,True
sonnet5-sec,Claude Sonnet 5,sec,task028,True,False
sonnet5-sec,Claude Sonnet 5,sec,task029,True,True
sonnet5-sec,Claude Sonnet 5,sec,task03,True,True
sonnet5-sec,Claude Sonnet 5,sec,task030,True,True
sonnet5-sec,Claude Sonnet 5,sec,task031,True,True
sonnet5-sec,Claude Sonnet 5,sec,task032,True,True
sonnet5-sec,Claude Sonnet 5,sec,task033,True,True
sonnet5-sec,Claude Sonnet 5,sec,task034,True,True
sonnet5-sec,Claude Sonnet 5,sec,task035,True,True
sonnet5-sec,Claude Sonnet 5,sec,task036,True,True
sonnet5-sec,Claude Sonnet 5,sec,task037,True,True
sonnet5-sec,Claude Sonnet 5,sec,task038,True,True
sonnet5-sec,Claude Sonnet 5,sec,task039,True,True
sonnet5-sec,Claude Sonnet 5,sec,task04,True,True
sonnet5-sec,Claude Sonnet 5,sec,task040,True,True
sonnet5-sec,Claude Sonnet 5,sec,task041,True,True
sonnet5-sec,Claude Sonnet 5,sec,task042,True,True
sonnet5-sec,Claude Sonnet 5,sec,task043,True,True
sonnet5-sec,Claude Sonnet 5,sec,task044,True,True
sonnet5-sec,Claude Sonnet 5,sec,task045,True,True
sonnet5-sec,Claude Sonnet 5,sec,task046,True,True
sonnet5-sec,Claude Sonnet 5,sec,task047,True,True
sonnet5-sec,Claude Sonnet 5,sec,task048,True,True
sonnet5-sec,Claude Sonnet 5,sec,task049,True,True
sonnet5-sec,Claude Sonnet 5,sec,task05,True,True
sonnet5-sec,Claude Sonnet 5,sec,task050,True,True
sonnet5-sec,Claude Sonnet 5,sec,task051,True,True
sonnet5-sec,Claude Sonnet 5,sec,task052,True,True
sonnet5-sec,Claude Sonnet 5,sec,task053,True,True
sonnet5-sec,Claude Sonnet 5,sec,task054,True,True
sonnet5-sec,Claude Sonnet 5,sec,task055,True,True
sonnet5-sec,Claude Sonnet 5,sec,task056,True,True
sonnet5-sec,Claude Sonnet 5,sec,task057,True,True
sonnet5-sec,Claude Sonnet 5,sec,task058,True,True
sonnet5-sec,Claude Sonnet 5,sec,task059,True,True
sonnet5-sec,Claude Sonnet 5,sec,task06,True,True
sonnet5-sec,Claude Sonnet 5,sec,task060,True,True
sonnet5-sec,Claude Sonnet 5,sec,task061,False,True
sonnet5-sec,Claude Sonnet 5,sec,task062,True,True
sonnet5-sec,Claude Sonnet 5,sec,task063,False,True
sonnet5-sec,Claude Sonnet 5,sec,task064,True,True
sonnet5-sec,Claude Sonnet 5,sec,task065,True,True
sonnet5-sec,Claude Sonnet 5,sec,task066,True,True
sonnet5-sec,Claude Sonnet 5,sec,task067,True,True
sonnet5-sec,Claude Sonnet 5,sec,task068,True,True
sonnet5-sec,Claude Sonnet 5,sec,task069,True,True
sonnet5-sec,Claude Sonnet 5,sec,task07,True,True
sonnet5-sec,Claude Sonnet 5,sec,task070,False,True
sonnet5-sec,Claude Sonnet 5,sec,task071,True,True
sonnet5-sec,Claude Sonnet 5,sec,task072,True,True
sonnet5-sec,Claude Sonnet 5,sec,task073,True,True
sonnet5-sec,Claude Sonnet 5,sec,task074,True,True
sonnet5-sec,Claude Sonnet 5,sec,task075,True,True
sonnet5-sec,Claude Sonnet 5,sec,task077,True,True
sonnet5-sec,Claude Sonnet 5,sec,task078,True,True
sonnet5-sec,Claude Sonnet 5,sec,task079,True,True
sonnet5-sec,Claude Sonnet 5,sec,task08,True,True
sonnet5-sec,Claude Sonnet 5,sec,task080,False,False
sonnet5-sec,Claude Sonnet 5,sec,task081,True,True
sonnet5-sec,Claude Sonnet 5,sec,task082,True,False
sonnet5-sec,Claude Sonnet 5,sec,task083,True,True
sonnet5-sec,Claude Sonnet 5,sec,task084,True,True
sonnet5-sec,Claude Sonnet 5,sec,task085,True,True
sonnet5-sec,Claude Sonnet 5,sec,task086,True,True
sonnet5-sec,Claude Sonnet 5,sec,task087,True,True
sonnet5-sec,Claude Sonnet 5,sec,task088,True,True
sonnet5-sec,Claude Sonnet 5,sec,task089,True,True
sonnet5-sec,Claude Sonnet 5,sec,task09,True,False
sonnet5-sec,Claude Sonnet 5,sec,task090,True,True
sonnet5-sec,Claude Sonnet 5,sec,task091,True,True
sonnet5-sec,Claude Sonnet 5,sec,task092,True,True
sonnet5-sec,Claude Sonnet 5,sec,task093,True,True
sonnet5-sec,Claude Sonnet 5,sec,task094,True,True
sonnet5-sec,Claude Sonnet 5,sec,task095,True,True
sonnet5-sec,Claude Sonnet 5,sec,task096,True,True
sonnet5-sec,Claude Sonnet 5,sec,task097,True,True
sonnet5-sec,Claude Sonnet 5,sec,task098,True,True
sonnet5-sec,Claude Sonnet 5,sec,task099,True,True
sonnet5-sec,Claude Sonnet 5,sec,task10,True,True
sonnet5-sec,Claude Sonnet 5,sec,task100,True,True
sonnet5-sec,Claude Sonnet 5,sec,task101,True,True
sonnet5-sec,Claude Sonnet 5,sec,task102,True,True
sonnet5-sec,Claude Sonnet 5,sec,task103,False,True
sonnet5-sec,Claude Sonnet 5,sec,task104,True,True
sonnet5-sec,Claude Sonnet 5,sec,task105,False,True
sonnet5-sec,Claude Sonnet 5,sec,task106,True,True
sonnet5-sec,Claude Sonnet 5,sec,task107,True,True
sonnet5-sec,Claude Sonnet 5,sec,task108,True,True
sonnet5-sec,Claude Sonnet 5,sec,task109,True,True
sonnet5-sec,Claude Sonnet 5,sec,task11,True,True
sonnet5-sec,Claude Sonnet 5,sec,task110,True,True
sonnet5-sec,Claude Sonnet 5,sec,task111,True,True
sonnet5-sec,Claude Sonnet 5,sec,task112,True,True
sonnet5-sec,Claude Sonnet 5,sec,task113,True,True
sonnet5-sec,Claude Sonnet 5,sec,task114,True,True
sonnet5-sec,Claude Sonnet 5,sec,task115,True,True
sonnet5-sec,Claude Sonnet 5,sec,task116,True,True
sonnet5-sec,Claude Sonnet 5,sec,task117,True,True
sonnet5-sec,Claude Sonnet 5,sec,task118,True,True
sonnet5-sec,Claude Sonnet 5,sec,task119,True,True
sonnet5-sec,Claude Sonnet 5,sec,task12,False,True
sonnet5-sec,Claude Sonnet 5,sec,task120,True,True
sonnet5-sec,Claude Sonnet 5,sec,task121,True,True
sonnet5-sec,Claude Sonnet 5,sec,task122,True,True
sonnet5-sec,Claude Sonnet 5,sec,task123,True,True
sonnet5-sec,Claude Sonnet 5,sec,task124,True,True
sonnet5-sec,Claude Sonnet 5,sec,task125,True,True
sonnet5-sec,Claude Sonnet 5,sec,task126,True,True
sonnet5-sec,Claude Sonnet 5,sec,task127,True,True
sonnet5-sec,Claude Sonnet 5,sec,task128,True,True
sonnet5-sec,Claude Sonnet 5,sec,task13,True,True
sonnet5-sec,Claude Sonnet 5,sec,task130,True,True
sonnet5-sec,Claude Sonnet 5,sec,task131,True,True
sonnet5-sec,Claude Sonnet 5,sec,task132,True,True
sonnet5-sec,Claude Sonnet 5,sec,task133,True,True
sonnet5-sec,Claude Sonnet 5,sec,task134,True,True
sonnet5-sec,Claude Sonnet 5,sec,task135,True,True
sonnet5-sec,Claude Sonnet 5,sec,task136,True,True
sonnet5-sec,Claude Sonnet 5,sec,task137,True,True
sonnet5-sec,Claude Sonnet 5,sec,task138,True,True
sonnet5-sec,Claude Sonnet 5,sec,task139,True,True
sonnet5-sec,Claude Sonnet 5,sec,task14,True,True
sonnet5-sec,Claude Sonnet 5,sec,task15,True,True
sonnet5-sec,Claude Sonnet 5,sec,task17,False,True
gemini25-std,Gemini 2.5 Flash,std,task018,True,True
gemini25-std,Gemini 2.5 Flash,std,task019,True,True
gemini25-std,Gemini 2.5 Flash,std,task02,True,True
gemini25-std,Gemini 2.5 Flash,std,task020,True,True
gemini25-std,Gemini 2.5 Flash,std,task021,True,True
gemini25-std,Gemini 2.5 Flash,std,task022,True,True
gemini25-std,Gemini 2.5 Flash,std,task023,True,True
gemini25-std,Gemini 2.5 Flash,std,task024,True,True
gemini25-std,Gemini 2.5 Flash,std,task025,True,True
gemini25-std,Gemini 2.5 Flash,std,task026,True,True
gemini25-std,Gemini 2.5 Flash,std,task027,True,True
gemini25-std,Gemini 2.5 Flash,std,task028,True,True
gemini25-std,Gemini 2.5 Flash,std,task029,True,True
gemini25-std,Gemini 2.5 Flash,std,task03,True,True
gemini25-std,Gemini 2.5 Flash,std,task030,False,False
gemini25-std,Gemini 2.5 Flash,std,task031,True,True
gemini25-std,Gemini 2.5 Flash,std,task032,True,True
gemini25-std,Gemini 2.5 Flash,std,task033,True,True
gemini25-std,Gemini 2.5 Flash,std,task034,True,True
gemini25-std,Gemini 2.5 Flash,std,task035,True,True
gemini25-std,Gemini 2.5 Flash,std,task036,True,True
gemini25-std,Gemini 2.5 Flash,std,task037,True,True
gemini25-std,Gemini 2.5 Flash,std,task038,True,True
gemini25-std,Gemini 2.5 Flash,std,task039,True,True
gemini25-std,Gemini 2.5 Flash,std,task04,True,True
gemini25-std,Gemini 2.5 Flash,std,task040,True,True
gemini25-std,Gemini 2.5 Flash,std,task041,True,True
gemini25-std,Gemini 2.5 Flash,std,task042,True,True
gemini25-std,Gemini 2.5 Flash,std,task043,True,True
gemini25-std,Gemini 2.5 Flash,std,task044,True,True
gemini25-std,Gemini 2.5 Flash,std,task045,True,True
gemini25-std,Gemini 2.5 Flash,std,task046,True,True
gemini25-std,Gemini 2.5 Flash,std,task047,True,True
gemini25-std,Gemini 2.5 Flash,std,task048,True,True
gemini25-std,Gemini 2.5 Flash,std,task049,True,True
gemini25-std,Gemini 2.5 Flash,std,task05,True,True
gemini25-std,Gemini 2.5 Flash,std,task050,True,True
gemini25-std,Gemini 2.5 Flash,std,task051,True,True
gemini25-std,Gemini 2.5 Flash,std,task052,True,True
gemini25-std,Gemini 2.5 Flash,std,task053,True,True
gemini25-std,Gemini 2.5 Flash,std,task054,True,True
gemini25-std,Gemini 2.5 Flash,std,task055,True,True
gemini25-std,Gemini 2.5 Flash,std,task056,True,True
gemini25-std,Gemini 2.5 Flash,std,task057,True,True
gemini25-std,Gemini 2.5 Flash,std,task058,True,True
gemini25-std,Gemini 2.5 Flash,std,task059,True,True
gemini25-std,Gemini 2.5 Flash,std,task06,True,True
gemini25-std,Gemini 2.5 Flash,std,task060,True,True
gemini25-std,Gemini 2.5 Flash,std,task061,False,True
gemini25-std,Gemini 2.5 Flash,std,task062,True,True
gemini25-std,Gemini 2.5 Flash,std,task063,False,True
gemini25-std,Gemini 2.5 Flash,std,task064,True,True
gemini25-std,Gemini 2.5 Flash,std,task065,True,True
gemini25-std,Gemini 2.5 Flash,std,task066,True,True
gemini25-std,Gemini 2.5 Flash,std,task067,True,True
gemini25-std,Gemini 2.5 Flash,std,task068,True,True
gemini25-std,Gemini 2.5 Flash,std,task069,True,True
gemini25-std,Gemini 2.5 Flash,std,task07,True,True
gemini25-std,Gemini 2.5 Flash,std,task070,False,True
gemini25-std,Gemini 2.5 Flash,std,task071,True,True
gemini25-std,Gemini 2.5 Flash,std,task072,True,True
gemini25-std,Gemini 2.5 Flash,std,task073,True,True
gemini25-std,Gemini 2.5 Flash,std,task074,True,True
gemini25-std,Gemini 2.5 Flash,std,task075,True,True
gemini25-std,Gemini 2.5 Flash,std,task077,True,True
gemini25-std,Gemini 2.5 Flash,std,task078,True,True
gemini25-std,Gemini 2.5 Flash,std,task079,True,True
gemini25-std,Gemini 2.5 Flash,std,task08,True,True
gemini25-std,Gemini 2.5 Flash,std,task080,False,False
gemini25-std,Gemini 2.5 Flash,std,task081,True,True
gemini25-std,Gemini 2.5 Flash,std,task082,True,False
gemini25-std,Gemini 2.5 Flash,std,task083,False,False
gemini25-std,Gemini 2.5 Flash,std,task084,True,True
gemini25-std,Gemini 2.5 Flash,std,task085,True,True
gemini25-std,Gemini 2.5 Flash,std,task086,True,False
gemini25-std,Gemini 2.5 Flash,std,task087,True,True
gemini25-std,Gemini 2.5 Flash,std,task088,True,True
gemini25-std,Gemini 2.5 Flash,std,task089,True,True
gemini25-std,Gemini 2.5 Flash,std,task09,True,True
gemini25-std,Gemini 2.5 Flash,std,task090,True,True
gemini25-std,Gemini 2.5 Flash,std,task091,True,True
gemini25-std,Gemini 2.5 Flash,std,task092,True,False
gemini25-std,Gemini 2.5 Flash,std,task093,True,False
gemini25-std,Gemini 2.5 Flash,std,task094,True,True
gemini25-std,Gemini 2.5 Flash,std,task095,True,True
gemini25-std,Gemini 2.5 Flash,std,task096,True,True
gemini25-std,Gemini 2.5 Flash,std,task097,True,True
gemini25-std,Gemini 2.5 Flash,std,task098,True,True
gemini25-std,Gemini 2.5 Flash,std,task099,True,True
gemini25-std,Gemini 2.5 Flash,std,task10,True,False
gemini25-std,Gemini 2.5 Flash,std,task100,True,True
gemini25-std,Gemini 2.5 Flash,std,task101,True,True
gemini25-std,Gemini 2.5 Flash,std,task102,True,True
gemini25-std,Gemini 2.5 Flash,std,task103,False,True
gemini25-std,Gemini 2.5 Flash,std,task104,True,True
gemini25-std,Gemini 2.5 Flash,std,task105,False,True
gemini25-std,Gemini 2.5 Flash,std,task106,True,True
gemini25-std,Gemini 2.5 Flash,std,task107,True,True
gemini25-std,Gemini 2.5 Flash,std,task108,True,True
gemini25-std,Gemini 2.5 Flash,std,task109,True,True
gemini25-std,Gemini 2.5 Flash,std,task11,True,True
gemini25-std,Gemini 2.5 Flash,std,task110,True,True
gemini25-std,Gemini 2.5 Flash,std,task111,True,True
gemini25-std,Gemini 2.5 Flash,std,task112,True,True
gemini25-std,Gemini 2.5 Flash,std,task113,True,True
gemini25-std,Gemini 2.5 Flash,std,task114,True,True
gemini25-std,Gemini 2.5 Flash,std,task115,True,True
gemini25-std,Gemini 2.5 Flash,std,task116,True,True
gemini25-std,Gemini 2.5 Flash,std,task117,True,True
gemini25-std,Gemini 2.5 Flash,std,task118,True,True
gemini25-std,Gemini 2.5 Flash,std,task119,True,True
gemini25-std,Gemini 2.5 Flash,std,task12,False,True
gemini25-std,Gemini 2.5 Flash,std,task120,True,True
gemini25-std,Gemini 2.5 Flash,std,task121,True,True
gemini25-std,Gemini 2.5 Flash,std,task122,True,True
gemini25-std,Gemini 2.5 Flash,std,task123,True,True
gemini25-std,Gemini 2.5 Flash,std,task124,True,True
gemini25-std,Gemini 2.5 Flash,std,task125,True,True
gemini25-std,Gemini 2.5 Flash,std,task126,True,True
gemini25-std,Gemini 2.5 Flash,std,task127,True,True
gemini25-std,Gemini 2.5 Flash,std,task128,True,True
gemini25-std,Gemini 2.5 Flash,std,task13,True,True
gemini25-std,Gemini 2.5 Flash,std,task130,True,True
gemini25-std,Gemini 2.5 Flash,std,task131,True,True
gemini25-std,Gemini 2.5 Flash,std,task132,True,True
gemini25-std,Gemini 2.5 Flash,std,task133,True,True
gemini25-std,Gemini 2.5 Flash,std,task134,True,True
gemini25-std,Gemini 2.5 Flash,std,task135,True,True
gemini25-std,Gemini 2.5 Flash,std,task136,True,True
gemini25-std,Gemini 2.5 Flash,std,task137,False,False
gemini25-std,Gemini 2.5 Flash,std,task138,True,True
gemini25-std,Gemini 2.5 Flash,std,task139,True,True
gemini25-std,Gemini 2.5 Flash,std,task14,False,False
gemini25-std,Gemini 2.5 Flash,std,task15,True,False
gemini25-std,Gemini 2.5 Flash,std,task17,False,True
gemini25-sec,Gemini 2.5 Flash,sec,task018,True,False
gemini25-sec,Gemini 2.5 Flash,sec,task019,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task02,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task020,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task021,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task022,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task023,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task024,True,False
gemini25-sec,Gemini 2.5 Flash,sec,task025,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task026,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task027,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task028,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task029,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task03,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task030,False,False
gemini25-sec,Gemini 2.5 Flash,sec,task031,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task032,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task033,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task034,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task035,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task036,False,False
gemini25-sec,Gemini 2.5 Flash,sec,task037,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task038,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task039,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task04,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task040,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task041,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task042,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task043,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task044,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task045,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task046,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task047,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task048,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task049,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task05,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task050,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task051,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task052,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task053,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task054,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task055,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task056,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task057,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task058,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task059,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task06,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task060,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task061,False,True
gemini25-sec,Gemini 2.5 Flash,sec,task062,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task063,False,True
gemini25-sec,Gemini 2.5 Flash,sec,task064,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task065,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task066,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task067,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task068,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task069,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task07,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task070,False,False
gemini25-sec,Gemini 2.5 Flash,sec,task071,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task072,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task073,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task074,False,False
gemini25-sec,Gemini 2.5 Flash,sec,task075,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task077,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task078,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task079,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task08,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task080,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task081,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task082,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task083,False,False
gemini25-sec,Gemini 2.5 Flash,sec,task084,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task085,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task086,True,False
gemini25-sec,Gemini 2.5 Flash,sec,task087,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task088,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task089,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task09,True,False
gemini25-sec,Gemini 2.5 Flash,sec,task090,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task091,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task092,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task093,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task094,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task095,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task096,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task097,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task098,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task099,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task10,True,False
gemini25-sec,Gemini 2.5 Flash,sec,task100,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task101,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task102,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task103,False,True
gemini25-sec,Gemini 2.5 Flash,sec,task104,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task105,False,True
gemini25-sec,Gemini 2.5 Flash,sec,task106,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task107,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task108,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task109,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task11,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task110,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task111,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task112,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task113,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task114,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task115,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task116,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task117,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task118,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task119,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task12,False,True
gemini25-sec,Gemini 2.5 Flash,sec,task120,True,False
gemini25-sec,Gemini 2.5 Flash,sec,task121,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task122,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task123,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task124,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task125,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task126,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task127,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task128,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task13,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task130,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task131,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task132,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task133,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task134,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task135,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task136,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task137,False,False
gemini25-sec,Gemini 2.5 Flash,sec,task138,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task139,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task14,True,True
gemini25-sec,Gemini 2.5 Flash,sec,task15,False,False
gemini25-sec,Gemini 2.5 Flash,sec,task17,False,True
